gof	precipSeconds	a0	a1	kSatSnow	densDrySnow	specCapRet	emissivitySnowMin	emissivitySnowMax	tempAir_crit	albedoMin	albedoMax	agingRate_tAirPos	agingRate_tAirNeg	soilDepth	soilDens	soilSpecHeat	weightAirTemp
0.08537409	86400	0.0008210375	0.0005774322	4.868353e-05	450	0.05	0.8458094	0.99	0.4734265	0.5622277	0.8699714	1.109e-06	4.621e-07	0.1	1300	2.182	0.397621
0.09089939	86400	0.002871741	0.001005592	4.115817e-05	450	0.05	0.8337056	0.99	0.1398117	0.5242192	0.844203	1.109e-06	4.621e-07	0.1	1300	2.182	0.2032195
0.0812584	86400	0.002614040	0.0003802552	1.695747e-05	450	0.05	0.8475422	0.99	-0.1703542	0.4034625	0.8612118	1.109e-06	4.621e-07	0.1	1300	2.182	0.3090141
0.08790352	86400	0.0009281601	0.0002764263	4.335917e-06	450	0.05	0.8202233	0.99	-0.2897073	0.4016801	0.8446788	1.109e-06	4.621e-07	0.1	1300	2.182	0.4125458
0.0992082	86400	0.001798987	0.0004174201	5.529652e-05	450	0.05	0.8056254	0.99	-0.3451006	0.4485492	0.8779474	1.109e-06	4.621e-07	0.1	1300	2.182	0.6469805
0.09766105	86400	0.002753054	0.0004302543	2.893524e-05	450	0.05	0.8347533	0.99	-0.4603875	0.4653898	0.8829801	1.109e-06	4.621e-07	0.1	1300	2.182	0.5320683
0.116325	86400	0.00355616	0.0008680469	1.075735e-05	450	0.05	0.8072513	0.99	-0.4038189	0.4669088	0.8666201	1.109e-06	4.621e-07	0.1	1300	2.182	0.6478885
0.1284783	86400	0.004087068	0.001635805	3.824695e-05	450	0.05	0.8089702	0.99	-0.3911905	0.4319052	0.8790604	1.109e-06	4.621e-07	0.1	1300	2.182	0.5820577
0.1028106	86400	0.001100736	0.0004013102	1.903287e-05	450	0.05	0.8425502	0.99	-0.4671614	0.3682369	0.8194053	1.109e-06	4.621e-07	0.1	1300	2.182	0.6009663
0.1144344	86400	0.001010307	0.0001572434	6.516946e-06	450	0.05	0.8043163	0.99	-0.4548243	0.4299913	0.8113183	1.109e-06	4.621e-07	0.1	1300	2.182	0.3201618
0.08994734	86400	0.0005365163	0.001480397	5.071999e-05	450	0.05	0.8101057	0.99	0.3447954	0.3829090	0.843756	1.109e-06	4.621e-07	0.1	1300	2.182	0.4512173
0.08420487	86400	0.004580747	0.0006414009	2.165721e-06	450	0.05	0.8049247	0.99	0.4754219	0.3974719	0.856937	1.109e-06	4.621e-07	0.1	1300	2.182	0.429024
0.1161703	86400	0.002531931	0.001725258	3.258651e-05	450	0.05	0.830487	0.99	-0.2583955	0.582832	0.8868505	1.109e-06	4.621e-07	0.1	1300	2.182	0.6413148
0.1045016	86400	0.001209848	0.0003431137	1.826009e-05	450	0.05	0.8027186	0.99	-0.4091618	0.4199975	0.8965117	1.109e-06	4.621e-07	0.1	1300	2.182	0.6737597
0.08378983	86400	0.000848972	0.000659171	5.28528e-05	450	0.05	0.8223324	0.99	-0.2314378	0.4325037	0.8491748	1.109e-06	4.621e-07	0.1	1300	2.182	0.2891573
0.08627756	86400	0.003224092	0.0002457359	5.317803e-05	450	0.05	0.8220655	0.99	0.01923874	0.5200568	0.8085977	1.109e-06	4.621e-07	0.1	1300	2.182	0.6276124
0.1087032	86400	0.0006125824	0.001277875	2.796176e-06	450	0.05	0.8480077	0.99	-0.3355746	0.4455228	0.8124156	1.109e-06	4.621e-07	0.1	1300	2.182	0.4480376
0.09061579	86400	0.002021867	0.0001661771	5.026064e-05	450	0.05	0.8388055	0.99	-0.1153962	0.3876048	0.802109	1.109e-06	4.621e-07	0.1	1300	2.182	0.4917412
0.08294793	86400	0.001500622	0.0003092541	4.425731e-05	450	0.05	0.8339153	0.99	-0.2475896	0.4536706	0.8275284	1.109e-06	4.621e-07	0.1	1300	2.182	0.5046895
0.09782905	86400	0.003317932	0.0002496448	1.943049e-05	450	0.05	0.8233004	0.99	-0.02470439	0.3892938	0.8166268	1.109e-06	4.621e-07	0.1	1300	2.182	0.652586
0.1225665	86400	0.001780937	0.001807542	4.801579e-05	450	0.05	0.8079439	0.99	-0.3439785	0.5485756	0.8857997	1.109e-06	4.621e-07	0.1	1300	2.182	0.6338434
0.1099850	86400	0.003179034	0.0007163844	2.67793e-05	450	0.05	0.845155	0.99	-0.3747401	0.3627231	0.832403	1.109e-06	4.621e-07	0.1	1300	2.182	0.2450735
0.1111305	86400	0.001148382	0.001469791	4.831472e-05	450	0.05	0.8094954	0.99	-0.2051722	0.3939567	0.8481593	1.109e-06	4.621e-07	0.1	1300	2.182	0.6872177
0.1152942	86400	0.004443593	0.001684072	4.723945e-05	450	0.05	0.8170803	0.99	0.3323028	0.4603629	0.8325218	1.109e-06	4.621e-07	0.1	1300	2.182	0.2398918
0.1018589	86400	0.002129996	7.860384e-05	1.977777e-05	450	0.05	0.8261226	0.99	-0.3503863	0.437929	0.8552585	1.109e-06	4.621e-07	0.1	1300	2.182	0.2570248
0.1173224	86400	0.002078061	0.000933908	9.691171e-06	450	0.05	0.8013522	0.99	-0.3197518	0.4053338	0.8468164	1.109e-06	4.621e-07	0.1	1300	2.182	0.6682414
0.1112826	86400	0.002382443	0.001001574	1.907050e-06	450	0.05	0.8066234	0.99	-0.4848775	0.4446653	0.8892426	1.109e-06	4.621e-07	0.1	1300	2.182	0.5529545
0.08750854	86400	0.0003125954	0.0009173822	1.303876e-06	450	0.05	0.8096434	0.99	0.3579762	0.5578527	0.8742597	1.109e-06	4.621e-07	0.1	1300	2.182	0.6798457
0.1076897	86400	0.000859547	0.0006541664	4.688791e-06	450	0.05	0.804111	0.99	-0.3065922	0.4095899	0.8478263	1.109e-06	4.621e-07	0.1	1300	2.182	0.5276472
0.1062865	86400	0.001014049	0.0001268833	4.059065e-06	450	0.05	0.8153417	0.99	-0.3661912	0.3932663	0.8450445	1.109e-06	4.621e-07	0.1	1300	2.182	0.6137983
0.1046779	86400	0.000959876	0.0009027307	1.788718e-05	450	0.05	0.8318867	0.99	-0.3616853	0.5499416	0.8037124	1.109e-06	4.621e-07	0.1	1300	2.182	0.4872743
0.1127199	86400	0.0006523401	0.001041483	2.149758e-05	450	0.05	0.8092431	0.99	-0.3000003	0.4549605	0.8399434	1.109e-06	4.621e-07	0.1	1300	2.182	0.2907614
0.1248903	86400	0.00388134	0.001491946	3.346573e-05	450	0.05	0.8051705	0.99	-0.06712997	0.3573468	0.863828	1.109e-06	4.621e-07	0.1	1300	2.182	0.355707
0.07627642	86400	0.0002054758	0.0008918102	6.752183e-06	450	0.05	0.8325203	0.99	0.4497306	0.4496563	0.8864322	1.109e-06	4.621e-07	0.1	1300	2.182	0.5519188
0.09739384	86400	0.0006780334	0.0003139562	4.956413e-05	450	0.05	0.8484667	0.99	0.2756457	0.5939097	0.851711	1.109e-06	4.621e-07	0.1	1300	2.182	0.3768777
0.1032934	86400	0.002238707	0.001082267	4.381565e-05	450	0.05	0.8207497	0.99	-0.03490963	0.5430689	0.8047838	1.109e-06	4.621e-07	0.1	1300	2.182	0.4775572
0.08742305	86400	0.0007538234	0.001027131	1.777809e-05	450	0.05	0.8123854	0.99	-0.2102811	0.5609046	0.8753604	1.109e-06	4.621e-07	0.1	1300	2.182	0.5653936
0.08668699	86400	0.001992775	0.0006260371	2.141206e-05	450	0.05	0.8248344	0.99	-0.159076	0.501005	0.8459713	1.109e-06	4.621e-07	0.1	1300	2.182	0.3474599
0.1048998	86400	0.004070584	0.0008484159	3.093724e-06	450	0.05	0.8313125	0.99	-0.2041157	0.3950599	0.8393526	1.109e-06	4.621e-07	0.1	1300	2.182	0.2259324
0.1013925	86400	0.003461025	0.001466642	2.926294e-05	450	0.05	0.8157705	0.99	0.4146353	0.4007487	0.8933079	1.109e-06	4.621e-07	0.1	1300	2.182	0.5213038
0.1034706	86400	0.003868108	0.001149428	4.916268e-05	450	0.05	0.8362698	0.99	0.0675075	0.5175734	0.8063234	1.109e-06	4.621e-07	0.1	1300	2.182	0.4803214
0.0956034	86400	0.0007119472	0.001053491	2.771080e-05	450	0.05	0.8398859	0.99	-0.1300619	0.4284303	0.816462	1.109e-06	4.621e-07	0.1	1300	2.182	0.2417228
0.09952157	86400	0.003384193	0.0007236316	5.42963e-05	450	0.05	0.8059387	0.99	-0.1488574	0.45191	0.862932	1.109e-06	4.621e-07	0.1	1300	2.182	0.3283199
0.1225412	86400	0.001675953	0.001562846	5.000407e-05	450	0.05	0.8105308	0.99	-0.4115418	0.4693606	0.8302673	1.109e-06	4.621e-07	0.1	1300	2.182	0.5102476
0.08707384	86400	0.0007905915	0.001516847	1.662206e-05	450	0.05	0.824087	0.99	0.304005	0.3733243	0.8941653	1.109e-06	4.621e-07	0.1	1300	2.182	0.6374288
0.1136136	86400	0.004048688	0.001817536	2.473259e-05	450	0.05	0.836106	0.99	0.4013808	0.487629	0.8734098	1.109e-06	4.621e-07	0.1	1300	2.182	0.3886705
0.08296922	86400	0.00225747	0.000808822	4.474173e-05	450	0.05	0.8165607	0.99	0.1934509	0.5970178	0.8602775	1.109e-06	4.621e-07	0.1	1300	2.182	0.6107583
0.1203336	86400	0.002203835	0.001189355	2.382753e-05	450	0.05	0.826974	0.99	-0.3801966	0.4341749	0.8057132	1.109e-06	4.621e-07	0.1	1300	2.182	0.5710479
0.0821772	86400	0.004396731	0.0001816665	1.346464e-05	450	0.05	0.832143	0.99	0.03602042	0.516877	0.8917273	1.109e-06	4.621e-07	0.1	1300	2.182	0.2116600
0.08065518	86400	0.004219746	0.0005158844	2.527866e-05	450	0.05	0.8357335	0.99	0.3370756	0.4155494	0.8522652	1.109e-06	4.621e-07	0.1	1300	2.182	0.2972815
0.1048646	86400	0.004187406	0.0007066694	2.960018e-05	450	0.05	0.8116694	0.99	-0.184564	0.3857952	0.880581	1.109e-06	4.621e-07	0.1	1300	2.182	0.5274392
0.1080568	86400	0.001228695	0.001667461	5.447227e-05	450	0.05	0.8195139	0.99	-0.1412979	0.4709358	0.8979036	1.109e-06	4.621e-07	0.1	1300	2.182	0.5838671
0.1078904	86400	0.004342628	0.0009449648	3.548394e-05	450	0.05	0.8208146	0.99	0.03222990	0.3981292	0.8294907	1.109e-06	4.621e-07	0.1	1300	2.182	0.5357304
0.08762352	86400	0.003417414	0.0002687731	4.467763e-06	450	0.05	0.830226	0.99	0.3275761	0.5820964	0.825609	1.109e-06	4.621e-07	0.1	1300	2.182	0.5994828
0.1151791	86400	0.003217909	0.001591212	4.351039e-05	450	0.05	0.82307	0.99	0.1227481	0.4139751	0.8173473	1.109e-06	4.621e-07	0.1	1300	2.182	0.6202125
0.1041692	86400	0.00028158	0.001604922	4.164471e-05	450	0.05	0.8037589	0.99	-0.2291725	0.579438	0.8972685	1.109e-06	4.621e-07	0.1	1300	2.182	0.6622095
0.1060828	86400	0.001260094	0.001347308	2.430935e-05	450	0.05	0.8419203	0.99	-0.2999246	0.5266479	0.8069941	1.109e-06	4.621e-07	0.1	1300	2.182	0.3173667
0.07342918	86400	0.001738364	0.0007723298	4.577166e-05	450	0.05	0.8227554	0.99	0.4881618	0.5469156	0.8718622	1.109e-06	4.621e-07	0.1	1300	2.182	0.2656175
0.08170663	86400	0.00206567	0.0003866358	2.325937e-05	450	0.05	0.84362	0.99	0.4387565	0.5745425	0.8131411	1.109e-06	4.621e-07	0.1	1300	2.182	0.4107458
0.116049	86400	0.0003385165	0.001700323	3.398159e-05	450	0.05	0.812001	0.99	-0.02991674	0.4678518	0.8158306	1.109e-06	4.621e-07	0.1	1300	2.182	0.3832934
0.08804769	86400	0.003521613	0.0001067172	2.731652e-05	450	0.05	0.8495987	0.99	0.32238	0.3824521	0.8146076	1.109e-06	4.621e-07	0.1	1300	2.182	0.3303848
0.1140371	86400	0.0002434989	0.001827562	3.696866e-05	450	0.05	0.8015589	0.99	0.09718435	0.4302899	0.8663265	1.109e-06	4.621e-07	0.1	1300	2.182	0.2870874
0.09018687	86400	0.002427709	0.0002869089	5.320662e-06	450	0.05	0.8186669	0.99	-0.01286818	0.4822997	0.872196	1.109e-06	4.621e-07	0.1	1300	2.182	0.3850148
0.1266272	86400	0.003023063	0.001797698	5.672041e-06	450	0.05	0.8226129	0.99	-0.0721022	0.5696217	0.801832	1.109e-06	4.621e-07	0.1	1300	2.182	0.3810885
0.0907605	86400	0.001655975	0.001508481	1.611139e-06	450	0.05	0.8324118	0.99	0.2733349	0.4594951	0.8587625	1.109e-06	4.621e-07	0.1	1300	2.182	0.4373335
0.0934658	86400	0.0005564417	0.001114139	2.399202e-05	450	0.05	0.812982	0.99	-0.1605630	0.4636113	0.8953253	1.109e-06	4.621e-07	0.1	1300	2.182	0.5069809
0.08508065	86400	0.002443195	0.0009668076	3.547999e-06	450	0.05	0.82637	0.99	0.1422104	0.4736165	0.8759723	1.109e-06	4.621e-07	0.1	1300	2.182	0.6582182
0.1147409	86400	0.0004645695	0.001669607	3.22281e-05	450	0.05	0.8146755	0.99	-0.0826229	0.4796618	0.8128205	1.109e-06	4.621e-07	0.1	1300	2.182	0.4392524
0.1084687	86400	0.002473632	0.001396377	4.09238e-05	450	0.05	0.8118271	0.99	-0.2909720	0.5901558	0.8789853	1.109e-06	4.621e-07	0.1	1300	2.182	0.567703
0.1134470	86400	0.002157000	0.0008795903	2.718389e-05	450	0.05	0.8111438	0.99	-0.3552610	0.4166939	0.8530453	1.109e-06	4.621e-07	0.1	1300	2.182	0.4726623
0.09915659	86400	0.003974027	0.000813654	4.20552e-05	450	0.05	0.8034211	0.99	0.02836090	0.5220652	0.8590455	1.109e-06	4.621e-07	0.1	1300	2.182	0.2620218
0.09774818	86400	0.00415613	0.001242652	3.210648e-05	450	0.05	0.8151786	0.99	0.4076883	0.5802138	0.8095248	1.109e-06	4.621e-07	0.1	1300	2.182	0.6393529
0.1115133	86400	0.0002737631	0.001752461	3.432085e-05	450	0.05	0.8405922	0.99	-0.2805159	0.4988335	0.8318961	1.109e-06	4.621e-07	0.1	1300	2.182	0.4085316
0.1128146	86400	0.001535266	0.000926629	3.146470e-05	450	0.05	0.8203541	0.99	-0.3109736	0.4229534	0.8033594	1.109e-06	4.621e-07	0.1	1300	2.182	0.4245764
0.09726386	86400	0.001341456	0.0002162078	3.472482e-05	450	0.05	0.8414196	0.99	0.1190537	0.4975095	0.8344032	1.109e-06	4.621e-07	0.1	1300	2.182	0.3419703
0.08841593	86400	0.003584088	9.63403e-05	3.307714e-05	450	0.05	0.8452579	0.99	0.2167999	0.5664576	0.8349779	1.109e-06	4.621e-07	0.1	1300	2.182	0.4335015
0.1153685	86400	0.003944925	0.001646227	3.364631e-05	450	0.05	0.8082866	0.99	0.2530280	0.4970503	0.894629	1.109e-06	4.621e-07	0.1	1300	2.182	0.4171509
0.120518	86400	0.004599992	0.001229846	2.272424e-05	450	0.05	0.8193375	0.99	-0.006633459	0.3991664	0.8514054	1.109e-06	4.621e-07	0.1	1300	2.182	0.4550675
0.08615828	86400	0.0003549199	0.0009828287	3.936078e-05	450	0.05	0.8265293	0.99	0.1275131	0.4917698	0.842395	1.109e-06	4.621e-07	0.1	1300	2.182	0.2305991
0.1056618	86400	0.001403405	0.001405150	4.2878e-05	450	0.05	0.813025	0.99	0.1516824	0.3806973	0.8352544	1.109e-06	4.621e-07	0.1	1300	2.182	0.5485393
0.0950519	86400	0.001570477	0.001249581	3.498031e-05	450	0.05	0.8149764	0.99	0.0883514	0.5515055	0.8535156	1.109e-06	4.621e-07	0.1	1300	2.182	0.5081582
0.09381326	86400	0.0006297755	0.0003630849	3.758321e-05	450	0.05	0.8293971	0.99	0.1697976	0.5503997	0.8747243	1.109e-06	4.621e-07	0.1	1300	2.182	0.2498611
0.1011054	86400	0.003005592	0.001235150	3.621836e-05	450	0.05	0.8126314	0.99	0.08039981	0.5307712	0.8963726	1.109e-06	4.621e-07	0.1	1300	2.182	0.3357733
0.1009265	86400	0.002789377	0.001296371	4.637223e-05	450	0.05	0.8140812	0.99	0.1066854	0.4873954	0.8774916	1.109e-06	4.621e-07	0.1	1300	2.182	0.3919937
0.07532663	86400	9.599467e-05	0.001539426	1.213288e-05	450	0.05	0.838716	0.99	0.3941872	0.4350696	0.890337	1.109e-06	4.621e-07	0.1	1300	2.182	0.5470142
0.1184159	86400	0.001405992	0.001694499	2.045795e-05	450	0.05	0.8251908	0.99	-0.1384233	0.5086556	0.8270157	1.109e-06	4.621e-07	0.1	1300	2.182	0.4465124
0.08453402	86400	0.002357353	0.0002941764	3.11667e-05	450	0.05	0.8429158	0.99	0.07574982	0.4945207	0.8219251	1.109e-06	4.621e-07	0.1	1300	2.182	0.4891635
0.1097530	86400	0.002226661	0.0003719901	1.268981e-05	450	0.05	0.8178332	0.99	-0.4777642	0.4214881	0.8252313	1.109e-06	4.621e-07	0.1	1300	2.182	0.4648447
0.1124677	86400	0.0024158	0.001431893	1.159712e-05	450	0.05	0.815661	0.99	0.00941522	0.4563023	0.8598168	1.109e-06	4.621e-07	0.1	1300	2.182	0.5751137
0.08159309	86400	0.002493384	0.000475276	4.025037e-05	450	0.05	0.8272113	0.99	-0.2221332	0.5400798	0.8213598	1.109e-06	4.621e-07	0.1	1300	2.182	0.6177688
0.1116868	86400	0.003821802	0.000634103	1.075807e-06	450	0.05	0.8175116	0.99	-0.456721	0.3746826	0.8728964	1.109e-06	4.621e-07	0.1	1300	2.182	0.3485417
0.1092330	86400	0.001294925	0.001574865	3.537679e-05	450	0.05	0.8103921	0.99	-0.2784227	0.5707039	0.8925295	1.109e-06	4.621e-07	0.1	1300	2.182	0.5967406
0.0909016	86400	0.002772738	0.000752146	2.646551e-05	450	0.05	0.8063763	0.99	-0.04991013	0.5786712	0.8841346	1.109e-06	4.621e-07	0.1	1300	2.182	0.5577567
0.0928159	86400	0.004106345	0.0007917506	4.540807e-05	450	0.05	0.8407977	0.99	-0.04191282	0.5986087	0.8181102	1.109e-06	4.621e-07	0.1	1300	2.182	0.5749348
0.07757104	86400	0.003923692	0.0005560655	4.609471e-05	450	0.05	0.8255739	0.99	0.3754546	0.5050093	0.8461362	1.109e-06	4.621e-07	0.1	1300	2.182	0.3539898
0.0881029	86400	0.003251785	0.0004706383	4.06141e-05	450	0.05	0.810831	0.99	0.003934088	0.59585	0.8028637	1.109e-06	4.621e-07	0.1	1300	2.182	0.2719817
0.1043727	86400	0.001267657	0.001376853	3.963098e-05	450	0.05	0.8191145	0.99	0.1996012	0.4063466	0.8299031	1.109e-06	4.621e-07	0.1	1300	2.182	0.4176584
0.08313806	86400	0.003743487	0.0005255254	3.181911e-05	450	0.05	0.8183898	0.99	0.3058085	0.4512128	0.8417625	1.109e-06	4.621e-07	0.1	1300	2.182	0.2692501
0.08171612	86400	0.002991351	0.0003519792	9.542009e-06	450	0.05	0.8376803	0.99	-0.05380544	0.5654333	0.8682481	1.109e-06	4.621e-07	0.1	1300	2.182	0.3011176
0.1001946	86400	0.002576336	0.000836785	3.88743e-05	450	0.05	0.8181604	0.99	-0.2639580	0.5362355	0.8108496	1.109e-06	4.621e-07	0.1	1300	2.182	0.2528271
0.08600097	86400	0.002113198	0.0004040383	4.126523e-05	450	0.05	0.8442095	0.99	0.2368763	0.5096291	0.8103455	1.109e-06	4.621e-07	0.1	1300	2.182	0.4698787
0.1124655	86400	0.001314021	0.001173232	3.581592e-05	450	0.05	0.8137344	0.99	-0.4949377	0.5158953	0.8701757	1.109e-06	4.621e-07	0.1	1300	2.182	0.5134653
0.0692741	86400	0.00117659	0.001134459	3.626488e-06	450	0.05	0.8236735	0.99	0.4657438	0.5416559	0.8760423	1.109e-06	4.621e-07	0.1	1300	2.182	0.4579225
